"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"JFR","Nuveen Floating Rate Income Fund","11.52","$636.43M","2004","n/a","n/a","http://www.nasdaq.com/symbol/jfr",
"JRO","Nuveen Floating Rate Income Opportuntiy Fund","11.89","$459.06M","2004","n/a","n/a","http://www.nasdaq.com/symbol/jro",
"NKG","Nuveen Georgia Quality Municipal Income Fund ","13.0744","$137.93M","2002","n/a","n/a","http://www.nasdaq.com/symbol/nkg",
"JGH","Nuveen Global High Income Fund","16.57","$384.96M","2014","n/a","n/a","http://www.nasdaq.com/symbol/jgh",
"JHA","Nuveen High Income 2020 Target Term Fund","10.07","$295.4M","2015","n/a","n/a","http://www.nasdaq.com/symbol/jha",
"JHY","Nuveen High Income 2020 Target Term Fund","10.12","$139.71M","2015","n/a","n/a","http://www.nasdaq.com/symbol/jhy",
"JHD","Nuveen High Income December 2019 Target Term Fund","10.24","$277.1M","2016","n/a","n/a","http://www.nasdaq.com/symbol/jhd",
"JHB","Nuveen High Income November 2021 Target Term Fund","10.1","$564.24M","2016","n/a","n/a","http://www.nasdaq.com/symbol/jhb",
"NXC","Nuveen Insured California Select Tax-Free Income Portfolio","15.04","$94.54M","1992","n/a","n/a","http://www.nasdaq.com/symbol/nxc",
"NXN","Nuveen Insured New York Select Tax-Free Income Portfolio","13.844","$54.34M","1992","n/a","n/a","http://www.nasdaq.com/symbol/nxn",
"NID","Nuveen Intermediate Duration Municipal Term Fund","13.05","$612.17M","2012","n/a","n/a","http://www.nasdaq.com/symbol/nid",
"NMY","Nuveen Maryland Quality Municipal Income Fund","12.83","$299.9M","1993","n/a","n/a","http://www.nasdaq.com/symbol/nmy",
"NMT","Nuveen Massachusetts Municipal Income Fund","13.78","$128.82M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nmt",
"NUM","Nuveen Michigan Quality Municipal Income Fund","13.46","$280.11M","1991","n/a","n/a","http://www.nasdaq.com/symbol/num",
"NMS","Nuveen Minnesota Quality Municipal Income Fund","16.7","$93.1M","2014","n/a","n/a","http://www.nasdaq.com/symbol/nms",
"NOM","Nuveen Missouri Quality Municipal Income Fund","16.34","$38.24M","1993","n/a","n/a","http://www.nasdaq.com/symbol/nom",
"JLS","Nuveen Mortgage Opportunity Term Fund","24.57","$390.38M","2009","n/a","n/a","http://www.nasdaq.com/symbol/jls",
"JMM","Nuveen Multi-Market Income Fund","7.39","$69.93M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jmm",
"NHA","Nuveen Municipal 2021 Target Term Fund","9.7448","$83.96M","2016","n/a","n/a","http://www.nasdaq.com/symbol/nha",
"NZF","Nuveen Municipal Credit Income Fund","14.53","$2.07B","2007","n/a","n/a","http://www.nasdaq.com/symbol/nzf",
"NMZ","Nuveen Municipal High Income Opportunity Fund","13.22","$770.56M","2003","n/a","n/a","http://www.nasdaq.com/symbol/nmz",
"NMI","Nuveen Municipal Income Fund, Inc.","12.75","$106.04M","1988","n/a","n/a","http://www.nasdaq.com/symbol/nmi",
"NXJ","Nuveen New Jersey Quality Municipal Income Fund","13.47","$573.62M","2001","n/a","n/a","http://www.nasdaq.com/symbol/nxj",
"NRK","Nuveen New York AMT-Free Quality Municipal","13.06","$1.14B","2002","n/a","n/a","http://www.nasdaq.com/symbol/nrk",
"NYV","Nuveen New York Municipal Value Fund 2","15.3","$35.95M","2009","n/a","n/a","http://www.nasdaq.com/symbol/nyv",
"NNY","Nuveen New York Municipal Value Fund, Inc.","9.94","$151.11M","1988","n/a","n/a","http://www.nasdaq.com/symbol/nny",
"NAN","Nuveen New York Quality Municipal Income Fund","13.76","$428.3M","1999","n/a","n/a","http://www.nasdaq.com/symbol/nan",
"NNC","Nuveen North Carolina Quality Municipal Income Fd","13.04","$214.1M","1993","n/a","n/a","http://www.nasdaq.com/symbol/nnc",
"NUO","Nuveen Ohio Quality Municipal Income Fund","14.95","$276.9M","1991","n/a","n/a","http://www.nasdaq.com/symbol/nuo",
"NQP","Nuveen Pennsylvania Quality Municipal Income Fund","13.28","$501.38M","1991","n/a","n/a","http://www.nasdaq.com/symbol/nqp",
"JPT","Nuveen Preferred and Income 2022 Term Fund","25.13","$163.45M","2017","n/a","n/a","http://www.nasdaq.com/symbol/jpt",
"JPI","Nuveen Preferred and Income Term Fund","24.35","$554.14M","2012","n/a","n/a","http://www.nasdaq.com/symbol/jpi",
"JPC","Nuveen Preferred Income Opportunites Fund","9.91","$960.25M","2003","n/a","n/a","http://www.nasdaq.com/symbol/jpc",
"NAD","Nuveen Quality Municipal Income Fund","13.76","$2.78B","1999","n/a","n/a","http://www.nasdaq.com/symbol/nad",
"JPS","Nuveen Quality Preferred Income Fund 2","9.67","$1.97B","2002","n/a","n/a","http://www.nasdaq.com/symbol/jps",
"JRI","Nuveen Real Asset Income and Growth Fund","17.53","$170.96M","2012","n/a","n/a","http://www.nasdaq.com/symbol/jri",
"JRS","Nuveen Real Estate Fund","11.29","$326.2M","2001","n/a","n/a","http://www.nasdaq.com/symbol/jrs",
"BXMX","Nuveen S&P 500 Buy-Write Income Fund","13.5","$1.4B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bxmx",
"SPXX","Nuveen S&P 500 Dynamic Overwrite Fund","15.1","$243.9M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/spxx",
"NIM","Nuveen Select Maturities Municipal Fund","10.08","$125.45M","1992","n/a","n/a","http://www.nasdaq.com/symbol/nim",
"NXP","Nuveen Select Tax Free Income Portfolio","14.21","$235.46M","1992","n/a","n/a","http://www.nasdaq.com/symbol/nxp",
"NXQ","Nuveen Select Tax Free Income Portfolio II","13.58","$240.55M","1992","n/a","n/a","http://www.nasdaq.com/symbol/nxq",
"NXR","Nuveen Select Tax Free Income Portfolio III","14.32","$186.81M","1992","n/a","n/a","http://www.nasdaq.com/symbol/nxr",
"NSL","Nuveen Senior Income Fund","6.87","$265.33M","1999","n/a","n/a","http://www.nasdaq.com/symbol/nsl",
"JSD","Nuveen Short Duration Credit Opportunities Fund","18.06","$182.32M","2011","n/a","n/a","http://www.nasdaq.com/symbol/jsd",
"JTD","Nuveen Tax-Advantaged Dividend Growth Fund","15.01","$217.41M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jtd",
"JTA","Nuveen Tax-Advantaged Total Return Strategy Fund","12.21","$169.02M","2004","n/a","n/a","http://www.nasdaq.com/symbol/jta",
"NTX","Nuveen Texas Quality Municipal Income Fund","14.41","$144.49M","1991","n/a","n/a","http://www.nasdaq.com/symbol/ntx",
"NPV","Nuveen Virginia Quality Municipal Income Fund","13.18","$236.36M","1993","n/a","n/a","http://www.nasdaq.com/symbol/npv",
"NIQ","Nuveenn Intermediate Duration Quality Municipal Term Fund","12.87","$168.56M","2013","n/a","n/a","http://www.nasdaq.com/symbol/niq",
"JMT","Nuven Mortgage Opportunity Term Fund 2","23.6036","$114.98M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jmt",
"NVR","NVR, Inc.","2112.08","$7.87B","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/nvr",
"OAK","Oaktree Capital Group, LLC","46.75","$7.22B","2012","Finance","Investment Managers","http://www.nasdaq.com/symbol/oak",
"OAS","Oasis Petroleum Inc.","14.29","$3.39B","2010","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/oas",
"OXY","Occidental Petroleum Corporation","64.98","$49.68B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/oxy",
"OII","Oceaneering International, Inc.","27.59","$2.71B","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/oii",
"OZM","Och-Ziff Capital Management Group LLC","2.25","$1.02B","2007","Finance","Investment Managers","http://www.nasdaq.com/symbol/ozm",
"OCIP","OCI Partners LP","9.55","$830.83M","2013","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ocip",
"OCN","Ocwen Financial Corporation","5.47","$678.22M","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ocn",
"OFG","OFG Bancorp","11.55","$507.22M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ofg",
"OFG^A","OFG Bancorp","23.98","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ofg^a",
"OFG^B","OFG Bancorp","23.9086","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ofg^b",
"OFG^D","OFG Bancorp","23.67","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ofg^d",
"OGE","OGE Energy Corporation","34.89","$6.97B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/oge",
"OIBR.C","Oi S.A.","n/a","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/oibr.c",
"OIS","Oil States International, Inc.","33.5","$1.73B","2001","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/ois",
"ODC","Oil-Dri Corporation Of America","37.69","$275.03M","n/a","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/odc",
"ORI","Old Republic International Corporation","20.24","$5.32B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ori",
"OLN","Olin Corporation","30.89","$5.12B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/oln",
"OMAA","OM Asset Management plc","23.27","n/a","2016","Finance","Investment Managers","http://www.nasdaq.com/symbol/omaa",
"OMAM","OM Asset Management plc","15.03","$1.72B","2014","Finance","Investment Managers","http://www.nasdaq.com/symbol/omam",
"OHI","Omega Healthcare Investors, Inc.","34.07","$6.7B","1992","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ohi",
"OME","Omega Protein Corporation","19.55","$438.23M","1998","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/ome",
"OMC","Omnicom Group Inc.","84.77","$19.88B","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/omc",
"OMN","OMNOVA Solutions Inc.","9.65","$433.62M","n/a","Basic Industries","Specialty Chemicals","http://www.nasdaq.com/symbol/omn",
"ASGN","On Assignment, Inc.","47.04","$2.48B","1992","Technology","Professional Services","http://www.nasdaq.com/symbol/asgn",
"ONDK","On Deck Capital, Inc.","4.6","$331.11M","2014","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ondk",
"OGS","ONE Gas, Inc.","68.74","$3.61B","2014","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/ogs",
"OLP","One Liberty Properties, Inc.","23.88","$439.38M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/olp",
"OB","OneBeacon Insurance Group, Ltd.","16.24","$1.53B","2006","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ob",
"OMF","OneMain Holdings, Inc.","24.03","$3.25B","2013","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/omf",
"OKS","ONEOK Partners, L.P.","54.41","$15.55B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/oks",
"OKE","ONEOK, Inc.","55.72","$11.75B","n/a","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/oke",
"OOMA","Ooma, Inc.","10.9","$196.74M","2015","Technology","EDP Services","http://www.nasdaq.com/symbol/ooma",
"OPY","Oppenheimer Holdings, Inc.","16.55","$221.37M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/opy",
"ORCL","Oracle Corporation","44.17","$181.75B","1986","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/orcl",
"ORAN","Orange","15.25","$40.57B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/oran",
"OA","Orbital ATK, Inc.","97.49","$5.62B","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/oa",
"ORC","Orchid Island Capital, Inc.","10.27","$338.55M","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/orc",
"OEC","Orion Engineered Carbons S.A","20.25","$1.2B","2014","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/oec",
"ORN","Orion Group Holdings, Inc.","7.82","$217.33M","n/a","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/orn",
"IX","Orix Corp Ads","76.13","$20.16B","n/a","Finance","Diversified Financial Services","http://www.nasdaq.com/symbol/ix",
"ORA","Ormat Technologies, Inc.","58.24","$2.89B","2004","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ora",
"OSK","Oshkosh Corporation","70.5","$5.26B","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/osk",
"OR","Osisko Gold Royalties Ltd","11.34","$1.21B","2016","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/or",
"OUT","OUTFRONT Media Inc.","26.16","$3.62B","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/out",
"OSG","Overseas Shipholding Group, Inc.","3.66","$259.15M","2015","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/osg",
"OMI","Owens & Minor, Inc.","34.67","$2.12B","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/omi",
"OC","Owens Corning Inc","61.03","$6.87B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/oc",
"OI","Owens-Illinois, Inc.","20.41","$3.32B","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/oi",
"OXM","Oxford Industries, Inc.","55.75","$934.83M","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/oxm",
"PAI","Pacific American Income Shares, Inc.","14.46","$136.93M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pai",
"ROYT","Pacific Coast Oil Trust","2.04","$78.71M","2012","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/royt",
"PACD","Pacific Drilling S.A.","1.8","$38.31M","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pacd",
"PCG","Pacific Gas & Electric Co.","67.01","$34.03B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/pcg",
"PKG","Packaging Corporation of America","91.01","$8.57B","2000","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/pkg",
"PANW","Palo Alto Networks, Inc.","113.47","$10.44B","2012","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/panw",
"PAM","Pampa Energia S.A.","58.73","$4.31B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/pam",
"P","Pandora Media, Inc.","11.14","$2.62B","2011","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/p",
"PHX","Panhandle Royalty Company","20","$332.8M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/phx",
"PAR","PAR Technology Corporation","7.34","$115.76M","n/a","Miscellaneous","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/par",
"PGRE","Paramount Group, Inc.","17.06","$3.92B","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/pgre",
"PKE","Park Electrochemical Corporation","16.77","$339.34M","n/a","Technology","Electrical Products","http://www.nasdaq.com/symbol/pke",
"PK","Park Hotels & Resorts Inc.","26.44","$5.22B","2016","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/pk",
"PKD","Parker Drilling Company","1.7","$233.33M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pkd",
"PH","Parker-Hannifin Corporation","160.81","$21.43B","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/ph",
"PKY","Parkway, Inc.","20.51","$1.03B","2016","n/a","n/a","http://www.nasdaq.com/symbol/pky",
"PE","Parsley Energy, Inc.","31.72","$8.71B","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pe",
"PRE^F","PartnerRe Ltd.","25.3858","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pre^f",
"PRE^G","PartnerRe Ltd.","27.37","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pre^g",
"PRE^H","PartnerRe Ltd.","28.88","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pre^h",
"PRE^I","PartnerRe Ltd.","25.73","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pre^i",
"PRTY","Party City Holdco Inc.","14.3","$1.71B","2015","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/prty",
"PTHN","Patheon N.V.","26.16","n/a","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pthn",
"PN","Patriot National, Inc.","2.23","$59.89M","2015","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/pn",
"PAYC","Paycom Software, Inc.","57.96","$3.45B","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/payc",
"PBF","PBF Energy Inc.","21.17","$2.32B","2012","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/pbf",
"PBFX","PBF Logistics LP","21.15","$883.29M","2014","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/pbfx",
"BTU","Peabody Energy Corporation","27.49","$508.32M","2017","n/a","n/a","http://www.nasdaq.com/symbol/btu",
"PSO","Pearson, Plc","7.86","$6.4B","n/a","Consumer Services","Books","http://www.nasdaq.com/symbol/pso",
"PEB","Pebblebrook Hotel Trust","29.59","$2.13B","2009","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/peb",
"PEB^C","Pebblebrook Hotel Trust","25.4382","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/peb^c",
"PEB^D","Pebblebrook Hotel Trust","25.49","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/peb^d",
"PBA","Pembina Pipeline Corp.","33.13","$13.25B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pba",
"PGH","Pengrowth Energy Corporation","1.15","$629.86M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pgh",
"PWE","Penn West Petroleum Ltd","1.65","$829.57M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pwe",
"PNTA","PennantPark Investment Corporation","25.1501","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pnta",
"PEI","Pennsylvania Real Estate Investment Trust","14.81","$1.03B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/pei",
"PEI^A","Pennsylvania Real Estate Investment Trust","25.2999","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pei^a",
"PEI^B","Pennsylvania Real Estate Investment Trust","25.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pei^b",
"PEI^C","Pennsylvania Real Estate Investment Trust","27.3","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pei^c",
"PFSI","PennyMac Financial Services, Inc.","17.1","$388.83M","2013","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/pfsi",
"PMT","PennyMac Mortgage Investment Trust","17.86","$1.19B","2009","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/pmt",
"PMT^A","PennyMac Mortgage Investment Trust","25.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pmt^a",
"PAG","Penske Automotive Group, Inc.","45.42","$3.88B","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/pag",
